gene_id	colors
CREB3L1	pink
CREB3L2	grey
CREB3L3	grey
CREB3L4	grey
CREB5	green
CREG1	turquoise
CRELD2	green
CRHR2	yellow
CRIM1	brown
CRIP1	yellow
CRIP2	grey
CRIP3	grey
CRIPT	turquoise
CRISP2	grey
CRISPLD1	turquoise
CRISPLD2	blue
CRLF1	grey
CRLF2	green
CRLS1	brown
CRMP1	grey
CROCC	grey
CRTAM	brown
CRY2	yellow
CRYBB1	turquoise
CRYBB3	grey
CRYBG2	brown
CRYBG3	green
CRYGS	grey
CRYL1	turquoise
CRYZ	grey
CRYZL1	brown
CSAD	blue
CSDC2	grey
CSDE1	turquoise
CSF1	blue
CSF1R	green
CSF2	grey
CSF2RA	blue
CSF2RB	blue
CSF3	grey
CSF3R	blue
CSKMT	yellow
CSMD1	grey
CSNK1A1	blue
CSNK2A1	turquoise
CSPG4	grey
CSPP1	turquoise
CSRNP1	blue
CSRNP3	grey
CSRP1	turquoise
CSRP2	grey
CST6	grey
CSTA	blue
CSTB	turquoise
CSTL1	grey
CSTPP1	grey
CTBP1	brown
CTBS	grey
CTDP1	yellow
CTDSPL	turquoise
CTIF	pink
CTLA4	red
CTNNA1	green
CTNNA3	grey
CTNNBIP1	grey
CTNS	blue
CTRL	grey
CTSB	turquoise
CTSC	blue
CTSD	pink
CTSE	turquoise
CTSF	blue
CTSH	brown
CTSK	green
CTSO	black
CTSS	green
CTSW	brown
CTSZ	yellow
CTTN	turquoise
CTTNBP2	grey
CTTNBP2NL	green
CTU2	yellow
CTXN1	grey
CTXND1	grey
CUBN	blue
CUEDC1	blue
CUL2	turquoise
CUL4A	turquoise
CUL5	turquoise
CUL7	grey
CUL9	black
CUNH10orf105	grey
CUNH10orf143	yellow
CUNH10orf71	grey
CUNH10orf95	yellow
CUNH10orf99	grey
CUNH11orf1	turquoise
CUNH11orf24	yellow
CUNH11orf42	blue
CUNH11orf52	brown
CUNH11orf68	yellow
CUNH11orf91	grey
CUNH11orf94	grey
CUNH11orf96	blue
CUNH11orf98	brown
CUNH12orf29	turquoise
CUNH12orf4	turquoise
CUNH12orf43	brown
CUNH12orf56	turquoise
CUNH12orf57	turquoise
CUNH12orf60	magenta
CUNH12orf75	brown
CUNH13orf46	yellow
CUNH14orf39	grey
CUNH15orf39	yellow
CUNH15orf40	brown
CUNH15orf48	blue
CUNH15orf61	grey
CUNH15orf62	black
CUNH16orf46	blue
CUNH16orf74	yellow
CUNH16orf87	grey
CUNH16orf90	grey
CUNH17orf100	grey
CUNH17orf107	grey
CUNH17orf50	grey
CUNH17orf58	grey
CUNH17orf67	turquoise
CUNH17orf78	grey
CUNH17orf99	turquoise
CUNH18orf54	grey
CUNH19orf38	blue
CUNH19orf67	grey
CUNH1orf100	blue
CUNH1orf105	grey
CUNH1orf112	turquoise
CUNH1orf115	grey
CUNH1orf116	turquoise
CUNH1orf122	grey
CUNH1orf146	grey
CUNH1orf159	yellow
CUNH1orf162	blue
CUNH1orf174	brown
CUNH1orf198	turquoise
CUNH1orf21	brown
CUNH1orf53	grey
CUNH1orf54	turquoise
CUNH1orf56	grey
CUNH20orf27	turquoise
CUNH20orf96	grey
CUNH21orf91	blue
CUNH22orf23	grey
CUNH22orf39	brown
CUNH2orf15	grey
CUNH2orf16	red
CUNH2orf42	turquoise
CUNH2orf66	grey
CUNH2orf81	brown
CUNH2orf88	grey
CUNH3orf14	purple
CUNH3orf18	yellow
CUNH3orf20	blue
CUNH3orf33	turquoise
CUNH3orf62	grey
CUNH3orf80	grey
CUNH4orf19	blue
CUNH4orf33	grey
CUNH4orf45	blue
CUNH4orf46	grey
CUNH4orf47	grey
CUNH4orf48	yellow
CUNH4orf50	grey
CUNH5orf22	red
CUNH5orf34	turquoise
CUNH5orf58	blue
CUNH5orf63	grey
CUNH6orf132	black
CUNH6orf136	turquoise
CUNH6orf141	grey
CUNH6orf163	grey
CUNH6orf52	grey
CUNH7orf31	grey
CUNH7orf50	blue
CUNH7orf57	blue
CUNH8orf33	brown
CUNH8orf58	grey
CUNH8orf82	grey
CUNH9orf131	grey
CUNH9orf153	grey
CUNH9orf40	turquoise
CUNH9orf43	grey
CUNH9orf78	turquoise
CUNHXorf58	grey
CUNHXorf65	grey
CUTA	brown
CUTC	red
CX3CL1	grey
CX3CR1	green
CXCL10	green
CXCL12	grey
CXCL16	blue
CXCL17	blue
CXCL6	blue
CXCL8	blue
CXCL9	grey
CXCR1	blue
CXCR3	brown
CXCR5	black
CXCR6	brown
CXXC4	black
CXXC5	black
CYHR1	turquoise
CYREN	blue
CYRIA	brown
CYS1	blue
CYYR1	grey
D2HGDH	yellow
DAAM2	grey
DAB2	turquoise
DACH1	blue
DACH2	grey
DACT1	grey
DAGLA	grey
DAGLB	red
DALRD3	yellow
DAND5	turquoise
DAO	grey
DAP3	turquoise
DAPK1	green
DAPK2	turquoise
DAPL1	grey
DAPP1	blue
DARS2	brown
DAW1	grey
DAZAP1	turquoise
DBF4	turquoise
DBF4B	grey
DBN1	grey
DBNDD2	grey
DBX2	purple
DCAF12	turquoise
DCAF17	turquoise
DCAF4	brown
DCAF6	turquoise
DCAKD	grey
DCBLD1	grey
DCDC1	grey
DCHS1	blue
DCHS2	red
DCK	grey
DCLK1	grey
DCLK2	grey
DCLRE1A	turquoise
DCST2	grey
DCT	grey
DCTD	brown
DCTN3	brown
DCUN1D1	turquoise
DCUN1D2	grey
DCUN1D4	turquoise
DCXR	yellow
DDAH1	grey
DDAH2	green
DDB1	turquoise
DDHD1	turquoise
DDIAS	grey
DDIT3	blue
DDIT4	blue
DDR1	black
DDR2	grey
DDT	brown
DDX11	brown
DDX20	brown
DDX24	brown
DDX31	yellow
DDX41	turquoise
DDX51	yellow
DDX54	yellow
DDX55	brown
DDX56	brown
DDX58	green
DDX59	brown
DDX6	turquoise
DEAF1	yellow
DECR2	turquoise
DEF8	turquoise
DEFB1	grey
DEGS1	blue
DEGS2	grey
DELE1	yellow
DENND11	blue
DENND1B	blue
DENND2A	grey
DENND2B	grey
DENND2C	grey
DENND3	blue
DENND4A	turquoise
DENND5A	blue
DENND5B	pink
DENND6B	grey
DEPDC1	turquoise
DEPDC1B	turquoise
DEPDC5	blue
DEPDC7	grey
DEPTOR	red
DERL3	yellow
DERPC	yellow
DESI2	blue
DET1	grey
DFFA	brown
DFFB	yellow
DGAT1	grey
DGAT2	grey
DGKA	red
DGKB	grey
DGKD	blue
DGKG	black
DGKH	green
DGKK	blue
DGKQ	turquoise
DGLUCY	grey
DHCR24	brown
DHCR7	blue
DHDH	turquoise
DHH	grey
DHODH	green
DHPS	turquoise
DHRS1	grey
DHRS11	grey
DHRS13	blue
DHRS3	turquoise
DHRS9	blue
DHRSX	blue
DHX29	brown
DHX30	yellow
DHX32	yellow
DHX34	blue
DHX35	grey
DHX37	brown
DHX58	green
DIAPH2	blue
DIAPH3	turquoise
DIMT1	grey
DIO1	grey
DIP2B	blue
DIP2C	brown
DIPK1B	pink
DIPK2B	pink
DIRAS2	black
DISC1	red
DISP1	red
DISP2	grey
DKC1	turquoise
DKK1	brown
DKK3	brown
DLC1	turquoise
DLEC1	blue
DLG2	grey
DLG4	grey
DLGAP1	grey
DLGAP3	grey
DLGAP4	turquoise
DLGAP5	turquoise
DLK2	red
DLL3	grey
DLX5	grey
DMAC1	brown
DMAC2	yellow
DMAC2L	turquoise
DMBT1	grey
DMC1	turquoise
DMD	brown
DMGDH	grey
DMKN	grey
DMPK	yellow
DMRT3	grey
DMTN	turquoise
DMWD	yellow
DMXL2	blue
DNA2	turquoise
DNAAF1	turquoise
DNAAF4	grey
DNAAF5	yellow
DNAAF6	grey
DNAAF8	grey
DNAAF9	brown
DNAH10	grey
DNAH11	brown
DNAH12	turquoise
DNAH14	grey
DNAH17	grey
DNAH2	blue
DNAH3	blue
DNAH6	grey
DNAH7	turquoise
DNAH8	grey
DNAH9	grey
DNAI1	turquoise
DNAI4	turquoise
DNAI7	blue
DNAJA1	green
DNAJA2	turquoise
DNAJA4	turquoise
DNAJB1	green
DNAJB11	green
DNAJB13	blue
DNAJB2	turquoise
DNAJB5	turquoise
DNAJB6	turquoise
DNAJB7	brown
DNAJB9	blue
DNAJC1	turquoise
DNAJC11	yellow
DNAJC12	black
DNAJC15	grey
DNAJC18	grey
DNAJC21	brown
DNAJC24	grey
DNAJC25	blue
DNAJC27	brown
DNAJC28	blue
DNAJC4	turquoise
DNAJC5B	blue
DNAJC6	turquoise
DNAJC8	turquoise
DNAL1	brown
DNAL4	grey
DNASE1	grey
DNASE1L3	green
DND1	grey
DNER	grey
DNLZ	turquoise
DNM1	red
DNM3	grey
DNMT3A	red
DNMT3B	grey
DNMT3L	blue
DNPH1	red
DNTT	grey
DNTTIP2	blue
DOC2A	grey
DOC2B	grey
DOCK1	grey
DOCK10	green
DOCK3	turquoise
DOCK4	blue
DOCK5	blue
DOCK6	yellow
DOCK7	turquoise
DOCK9	black
DOHH	turquoise
DOK2	pink
DOK3	blue
DOK4	grey
DOK6	grey
DOLK	brown
DOLPP1	yellow
DOP1B	turquoise
DPAGT1	turquoise
DPCD	grey
DPEP1	yellow
DPF1	grey
DPF3	black
DPH1	blue
DPH2	brown
DPH5	brown
DPH6	grey
DPH7	yellow
DPP3	black
DPP4	brown
DPP7	yellow
DPPA2	turquoise
DPY19L1	black
DPY19L3	turquoise
DPY19L4	turquoise
DPY30	brown
DPYD	turquoise
DPYS	blue
DPYSL3	grey
DPYSL4	grey
DQX1	turquoise
DRC1	turquoise
DRC3	grey
DRC7	blue
DRD5	purple
DRGX	grey
DRP2	grey
DSC3	grey
DSCC1	turquoise
DSEL	grey
DSG2	grey
DSN1	turquoise
DST	grey
DSTN	turquoise
DSTYK	blue
DTD2	blue
DTL	turquoise
DTNA	grey
DTNB	black
DTWD1	turquoise
DTX1	red
DTX3	grey
DTX3L	green
DTX4	blue
DTYMK	brown
DUOX1	turquoise
DUOXA1	grey
DUS1L	yellow
DUS3L	yellow
DUS4L	grey
DUSP1	blue
DUSP10	blue
DUSP12	blue
DUSP18	grey
DUSP19	blue
DUSP2	blue
DUSP21	grey
DUSP22	red
DUSP23	yellow
DUSP26	pink
DUSP28	yellow
DUSP3	green
DUSP4	yellow
DUSP5	brown
DUSP6	blue
DUSP8	grey
DUT	turquoise
DVL1	grey
DYDC1	turquoise
DYM	turquoise
DYNC2H1	grey
DYNC2I1	grey
DYNC2I2	blue
DYNC2LI1	grey
DYNLL1	turquoise
DYNLRB1	turquoise
DYNLRB2	grey
DYNLT1	turquoise
DYNLT2B	grey
DYNLT4	grey
DYRK4	turquoise
DYSF	grey
DZANK1	turquoise
DZIP1	grey
DZIP3	blue
E2F1	turquoise
E2F2	turquoise
E2F3	turquoise
E2F4	turquoise
E2F6	grey
E2F8	turquoise
EAF2	grey
EARS2	brown
EBF1	black
EBF3	grey
EBF4	grey
EBI3	blue
EBPL	grey
ECE1	turquoise
ECH1	turquoise
ECHDC1	blue
ECHDC2	grey
ECHDC3	yellow
ECHS1	grey
ECI2	grey
ECM1	pink
ECM2	grey
ECSCR	grey
ECSIT	brown
ECT2	turquoise
ECT2L	grey
EDEM1	blue
EDEM2	turquoise
EDF1	yellow
EDN1	green
EDNRB	green
EEF1A2	grey
EEF1AKMT1	red
EEF1AKMT3	green
EEF1B2	turquoise
EEF1D	turquoise
EEF1G	turquoise
EEF2	turquoise
EEF2KMT	grey
EEPD1	blue
EFCAB10	grey
EFCAB11	grey
EFCAB14	grey
EFCAB2	grey
EFCAB3	turquoise
EFCAB5	grey
EFCAB6	turquoise
EFCAB7	turquoise
EFCAB9	grey
EFEMP1	grey
EFEMP2	grey
EFHB	grey
EFHC1	magenta
EFHD2	blue
EFNA2	green
EFNA3	grey
EFNA5	brown
EFNB1	grey
EFNB2	grey
EFNB3	brown
EGF	pink
EGFL7	grey
EGFL8	grey
EGLN3	blue
EGR1	blue
EGR2	green
EGR3	blue
EHBP1	turquoise
EHD1	blue
EHD2	grey
EHD3	pink
EHF	green
EHHADH	black
EID1	turquoise
EID3	blue
EIF1	turquoise
EIF1B	turquoise
EIF2AK1	turquoise
EIF2AK2	green
EIF2S3	grey
EIF3G	turquoise
EIF3H	turquoise
EIF3K	turquoise
EIF3M	turquoise
EIF4A3	yellow
EIF4E3	magenta
EIF4EBP1	brown
EIF5A2	blue
EIPR1	turquoise
ELAPOR1	red
ELAVL4	grey
ELF2	turquoise
ELF5	grey
ELFN1	grey
ELK1	blue
ELL	blue
ELL3	black
ELMO2	brown
ELMOD2	blue
ELOB	turquoise
ELOVL4	brown
ELOVL7	grey
ELP1	brown
ELP3	brown
ELP6	yellow
EMB	grey
EMC4	turquoise
EMC9	turquoise
EMCN	grey
EME1	grey
EME2	grey
EMID1	grey
EMILIN1	yellow
EMILIN2	magenta
EMILIN3	grey
EML2	pink
EML3	yellow
EML4	red
EML6	grey
EMP1	green
EMP2	grey
EMP3	green
EMX2	blue
EN2	grey
ENAH	grey
ENAM	grey
ENC1	brown
ENDOD1	turquoise
ENDOG	yellow
ENDOU	grey
ENDOV	yellow
ENG	yellow
ENGASE	yellow
ENHO	turquoise
ENKD1	grey
ENKUR	grey
ENO1	blue
ENO2	grey
ENO3	blue
ENOSF1	grey
ENPP1	blue
ENPP2	red
ENPP5	brown
ENPP6	grey
ENTHD1	grey
ENTPD1	blue
ENTPD2	turquoise
ENTPD3	blue
ENTPD7	blue
EOMES	brown
EPAS1	grey
EPB41	turquoise
EPB41L1	grey
EPB41L2	brown
EPB41L3	green
EPB41L4A	grey
EPB41L4B	turquoise
EPB41L5	turquoise
EPB42	turquoise
EPCAM	red
EPG5	blue
EPGN	grey
EPHA1	blue
EPHA2	green
EPHA3	purple
EPHA4	grey
EPHA7	grey
EPHB1	blue
EPHB2	grey
EPHB3	yellow
EPHB6	yellow
EPHX1	grey
EPHX2	blue
EPHX3	grey
EPM2A	grey
EPM2AIP1	green
EPN1	turquoise
EPN3	brown
EPOR	turquoise
EPPK1	grey
EPS8	grey
EPS8L2	grey
EPSTI1	green
EPX	grey
ERAL1	turquoise
ERAP2	brown
ERBB3	grey
ERBB4	grey
ERC2	yellow
ERCC1	grey
ERCC2	red
ERCC6L	turquoise
ERCC6L2	turquoise
EREG	blue
ERF	turquoise
ERFE	turquoise
ERFL	grey
ERG	blue
ERG28	grey
ERGIC1	blue
ERI3	turquoise
ERICH1	grey
ERICH6	turquoise
ERICH6B	grey
ERLEC1	turquoise
ERLIN1	turquoise
ERMARD	yellow
ERMP1	turquoise
ERN1	yellow
ERN2	grey
ERO1A	blue
ERP27	grey
ERRFI1	yellow
ESAM	pink
ESCO1	turquoise
ESCO2	turquoise
ESPN	red
ESPNL	grey
ESR1	blue
ESR2	turquoise
ESRRA	blue
ESS2	green
ESYT3	grey
ETFBKMT	turquoise
ETFRF1	blue
ETNK2	grey
ETS1	red
ETS2	blue
ETV1	grey
ETV2	grey
ETV5	grey
ETV6	blue
ETV7	green
EVA1C	grey
EVC	yellow
EVC2	yellow
EVI2B	purple
EVL	red
EVPL	grey
EXD1	grey
EXD3	grey
EXO1	turquoise
EXO5	red
EXOC3L2	turquoise
EXOC3L4	turquoise
EXOC6	turquoise
EXOC6B	turquoise
EXOSC1	brown
EXOSC3	purple
EXOSC4	yellow
EXOSC5	brown
EXOSC6	brown
EXOSC7	yellow
EXOSC9	brown
EXPH5	red
EYA1	grey
EYA2	grey
EYS	purple
EZH2	turquoise
F11R	grey
F12	grey
F13A1	blue
F2	grey
F2R	turquoise
F2RL1	grey
F2RL2	brown
F2RL3	grey
F3	green
F5	blue
F8	grey
F8A1	brown
F9	purple
FAAH2	grey
FAAP100	yellow
FAAP20	yellow
FAAP24	grey
FABP2	blue
FABP3	green
FADS1	grey
FADS2	turquoise
FADS3	red
FAH	grey
FAHD1	turquoise
FAHD2A	brown
FAIM	brown
FAM102A	yellow
FAM102B	blue
FAM107A	grey
FAM110A	yellow
FAM110B	yellow
FAM114A1	grey
FAM117A	turquoise
FAM118A	yellow
FAM120B	turquoise
FAM131A	turquoise
FAM131B	grey
FAM135A	grey
FAM136A	brown
FAM149A	black
FAM151A	grey
FAM151B	blue
FAM161A	turquoise
FAM162A	grey
FAM166A	yellow
FAM167A	grey
FAM168A	red
FAM169A	grey
FAM171A1	red
FAM171A2	yellow
FAM171B	grey
FAM174A	blue
FAM174B	turquoise
FAM177A1	grey
FAM180A	grey
FAM180B	grey
FAM184A	grey
FAM184B	blue
FAM186A	grey
FAM189A1	grey
FAM189A2	grey
FAM189B	grey
FAM193A	turquoise
FAM209B	grey
FAM20A	green
FAM20B	blue
FAM20C	green
FAM210B	turquoise
FAM214B	turquoise
FAM216A	grey
FAM217A	grey
FAM217B	blue
FAM221A	grey
FAM222A	grey
FAM222B	turquoise
FAM227B	grey
FAM229A	grey
FAM234A	pink
FAM234B	turquoise
FAM240B	grey
FAM246C	grey
FAM32A	turquoise
FAM3A	grey
FAM3C	turquoise
FAM43B	brown
FAM53A	grey
FAM53B	turquoise
FAM72A	grey
FAM78A	brown
FAM81B	grey
FAM83C	grey
FAM83D	turquoise
FAM83E	brown
FAM83G	yellow
FAM83H	grey
FAM89A	red
FAM89B	yellow
FAM98C	blue
FANCA	blue
FANCB	turquoise
FANCC	turquoise
FANCD2OS	grey
FANCE	brown
FANCF	brown
FANCI	grey
FANCL	turquoise
FANCM	turquoise
FAR2	grey
FARP2	yellow
FARS2	turquoise
FAS	blue
FASLG	brown
FASN	yellow
FASTK	yellow
FASTKD2	brown
FASTKD3	brown
FAT2	grey
FAT3	grey
FAU	turquoise
FAXC	grey
FAXDC2	grey
FBF1	brown
FBH1	turquoise
FBL	brown
FBLL1	grey
FBLN1	grey
FBLN2	turquoise
FBLN5	grey
FBN1	grey
FBP1	green
FBP2	grey
FBXL12	brown
FBXL13	grey
FBXL15	yellow
FBXL16	red
FBXL17	turquoise
FBXL18	yellow
FBXL22	grey
FBXL5	blue
FBXL6	yellow
FBXL7	grey
FBXL8	grey
FBXO10	grey
FBXO15	grey
FBXO17	brown
FBXO21	red
FBXO24	grey
FBXO25	brown
FBXO3	turquoise
FBXO30	turquoise
FBXO32	turquoise
FBXO36	grey
FBXO4	grey
FBXO41	grey
FBXO43	grey
FBXO44	brown
FBXO45	blue
FBXO47	blue
FBXO48	magenta
FBXO5	turquoise
FBXO9	turquoise
FBXW11	blue
FBXW4	turquoise
FBXW5	turquoise
FBXW7	turquoise
FBXW9	grey
FCAMR	grey
FCER1A	blue
FCER1G	blue
FCER2	brown
FCF1	grey
FCGR1A	green
FCGR2B	blue
FCGR3A	yellow
FCHO2	turquoise
FCMR	red
FCN3	grey
FCRL1	black
FCRLA	black
FCRLB	yellow
FCSK	blue
FDFT1	blue
FDPS	green
FDX1	blue
FDX2	grey
FDXR	grey
FECH	turquoise
FEM1C	turquoise
FER	turquoise
FER1L5	grey
FERMT3	blue
FES	blue
FFAR1	grey
FFAR2	blue
FFAR4	grey
FGD1	grey
FGD2	black
FGD4	blue
FGD6	turquoise
FGF1	grey
FGF11	grey
FGF13	grey
FGF20	blue
FGF21	blue
FGF22	grey
FGF23	grey
FGFBP1	grey
FGFR1	grey
FGFR2	magenta
FGFR4	turquoise
FGFRL1	grey
FGG	magenta
FGGY	magenta
FGL2	blue
FGR	blue
FHAD1	grey
FHDC1	turquoise
FHIP1A	grey
FHIP2B	grey
FHIT	grey
FHL1	grey
FHL2	turquoise
FHL3	blue
FHOD3	grey
FIGNL1	yellow
FIGNL2	grey
FILIP1L	red
FIP1L1	turquoise
FIS1	turquoise
FITM1	grey
FKBP10	grey
FKBP11	blue
FKBP14	grey
FKBP1B	yellow
FKBP3	turquoise
FKBP4	brown
FKBP7	grey
FKBP8	turquoise
FKBP9	grey
FKBPL	grey
FKTN	black
FLACC1	magenta
FLOT1	blue
FLOT2	blue
FLRT2	blue
FLT3	grey
FLT3LG	yellow
FLT4	red
FLVCR2	brown
FLYWCH1	grey
FMC1	blue
FMNL3	blue
FMO3	grey
FMOD	blue
FN1	pink
FN3K	turquoise
FNBP1L	grey
FNDC1	grey
FNDC11	blue
FNDC3B	blue
FNDC4	grey
FNDC5	grey
FNDC8	grey
FNDC9	brown
FNIP1	blue
FNIP2	blue
FOS	blue
FOSB	blue
FOSL1	blue
FOSL2	blue
FOXC1	grey
FOXC2	grey
FOXK1	yellow
FOXM1	turquoise
FOXN1	grey
FOXN2	turquoise
FOXO1	brown
FOXO3	turquoise
FOXO4	turquoise
FOXO6	yellow
FOXP2	grey
FOXP3	red
FOXRED2	grey
FOXS1	grey
FPGS	yellow
FPGT	black
FRAS1	grey
FRAT1	grey
FRAT2	grey
FREM2	yellow
FRK	grey
FRMD3	grey
FRMD4A	turquoise
FRMD6	brown
FRMD7	grey
FRMD8	yellow
FRMPD1	grey
FRMPD3	black
FRMPD4	grey
FRRS1	grey
FRS2	turquoise
FRS3	grey
FRY	grey
FRZB	blue
FSCN1	yellow
FSCN2	grey
FSD1L	turquoise
FSD2	brown
FSIP1	blue
FST	grey
FSTL1	brown
FSTL3	grey
FTCDNL1	grey
FTH1	turquoise
FTO	yellow
FTSJ1	green
FUCA2	brown
FUNDC2	turquoise
FURIN	turquoise
FUT1	grey
FUT10	turquoise
FUT4	grey
FUT7	blue
FUT8	turquoise
FUZ	turquoise
FXYD1	blue
FXYD2	grey
FXYD4	blue
FXYD5	blue
FXYD6	grey
FXYD7	grey
FYCO1	yellow
FZD1	grey
FZD3	grey
FZD4	grey
FZD5	grey
FZD6	grey
FZD7	grey
FZD9	yellow
FZR1	turquoise
G2E3	turquoise
G6PC1	turquoise
G6PD	blue
GABARAPL1	grey
GABARAPL2	turquoise
GABBR1	brown
GABRB2	grey
GABRR1	blue
GABRR2	blue
GAD2	blue
GADD45A	magenta
GADD45B	blue
GADD45G	grey
GADD45GIP1	turquoise
GADL1	grey
GAL3ST1	brown
GAL3ST4	grey
GALC	blue
GALK1	grey
GALK2	grey
GALM	grey
GALNS	grey
GALNT1	green
GALNT10	blue
GALNT12	yellow
GALNT3	grey
GALNT7	grey
GALNT8	grey
GALNTL6	grey
GALR1	grey
GAMT	brown
GANC	blue
GAPDH	turquoise
GAPDHS	grey
GAPT	blue
GAREM1	brown
GAREM2	grey
GARIN1A	blue
GARIN1B	blue
GARIN4	grey
GARIN5A	grey
GARNL3	grey
GAS2	grey
GAS2L1	turquoise
GAS2L3	turquoise
GAS6	brown
GAS7	blue
GAS8	grey
GASK1A	red
GASK1B	turquoise
GATA1	turquoise
GATA2	turquoise
GATA3	brown
GATA5	grey
GATA6	grey
GATB	brown
GATD1	yellow
GATD3	blue
GATM	grey
GBA	blue
GBE1	blue
GBGT1	yellow
GCA	blue
GCAT	grey
GCH1	turquoise
GCHFR	brown
GCLC	magenta
GCLM	turquoise
GCNA	magenta
GCNT1	blue
GCNT3	grey
GCNT4	red
GCSAM	green
GCSAML	turquoise
GCSH	grey
GDA	blue
GDAP1L1	blue
GDF1	grey
GDF11	brown
GDF15	blue
GDPD1	turquoise
GDPD3	blue
GDPD5	grey
GDPGP1	yellow
GEM	red
GEMIN2	turquoise
GEMIN6	brown
GEMIN7	brown
GEMIN8	brown
GEN1	turquoise
GET4	blue
GFER	red
GFI1	brown
GFI1B	turquoise
GFM1	brown
GFOD2	turquoise
GFPT2	green
GFRA1	red
GFRA2	grey
GFRA3	turquoise
GFY	grey
GGACT	red
GGCT	grey
GGH	blue
GGN	yellow
GGT1	blue
GGT5	blue
GGT7	grey
GGTA1	blue
GHDC	green
GHITM	turquoise
GHRL	turquoise
GHSR	grey
GID8	turquoise
GIMAP2	brown
GIMAP8	brown
GIMD1	grey
GINS1	turquoise
GINS3	grey
GINS4	red
GIPC1	brown
GIPC2	grey
GIPC3	red
GJA1	turquoise
GJA10	grey
GJA5	grey
GJA9	grey
GJB2	blue
GJB7	grey
GJC1	green
GJC2	blue
GK	blue
GK5	blue
GKAP1	turquoise
GLA	blue
GLB1L	blue
GLCCI1	brown
GLDC	grey
GLI1	blue
GLI3	grey
GLIPR1	blue
GLIPR2	blue
GLIS1	turquoise
GLIS3	grey
GLO1	turquoise
GLOD5	turquoise
GLP2R	blue
GLRA2	grey
GLRX	green
GLRX2	grey
GLRX3	yellow
GLRX5	turquoise
GLS2	grey
GLT1D1	grey
GLT8D2	grey
GLTPD2	grey
GLUL	turquoise
GLYATL3	grey
GLYCTK	blue
GM2A	blue
GMDS	brown
GMFG	blue
GMNN	grey
GMPPB	yellow
GMPR	pink
GNA14	brown
GNAI1	brown
GNAI3	blue
GNAL	grey
GNAO1	grey
GNAS	turquoise
GNAT2	blue
GNAZ	pink
GNB1	blue
GNB1L	yellow
GNB2	blue
GNG10	blue
GNG11	pink
GNG12	turquoise
GNG14	grey
GNG3	grey
GNG4	grey
GNG7	blue
GNGT2	grey
GNL2	brown
GNL3	turquoise
GNLY	brown
GNMT	grey
GNRH1	blue
GOLGA7	blue
GOLGA7B	grey
GOLIM4	grey
GOLM1	grey
GOLT1B	brown
GORASP1	yellow
GOT1	brown
GP1BA	pink
GP1BB	pink
GP5	pink
GP6	pink
GP9	pink
GPA33	grey
GPAA1	yellow
GPAM	grey
GPAT2	yellow
GPAT3	grey
GPATCH4	brown
GPBAR1	grey
GPBP1L1	turquoise
GPC1	yellow
GPCPD1	turquoise
GPD1	brown
GPD1L	red
GPER1	yellow
GPLD1	grey
GPM6A	grey
GPM6B	grey
GPN3	brown
GPNMB	grey
GPR132	blue
GPR137	turquoise
GPR137C	blue
GPR141	grey
GPR143	red
GPR146	yellow
GPR15	brown
GPR151	grey
GPR155	turquoise
GPR157	blue
GPR160	blue
GPR161	pink
GPR162	grey
GPR171	brown
GPR176	grey
GPR179	grey
GPR18	black
GPR182	blue
GPR19	grey
GPR22	brown
GPR25	grey
GPR3	grey
GPR31	grey
GPR34	brown
GPR39	grey
GPR52	black
GPR55	green
GPR63	grey
GPR65	blue
GPR68	grey
GPR75	grey
GPR82	grey
GPR83	grey
GPR84	blue
GPR87	grey
GPRC5C	yellow
GPRC5D	turquoise
GPRIN1	grey
GPRIN2	grey
GPRIN3	brown
GPS1	yellow
GPSM1	yellow
GPSM3	blue
GPT	grey
GPT2	blue
GPX1	turquoise
GPX3	blue
GPX4	grey
GPX7	grey
GRAMD1B	brown
GRAMD1C	red
GRAMD2A	grey
GRAMD4	grey
GRAP2	brown
GRB10	grey
GRB7	yellow
GREB1	grey
GRHL3	turquoise
GRHPR	grey
GRIA1	grey
GRIA2	grey
GRIK2	grey
GRIK3	grey
GRIK5	grey
GRIN2B	grey
GRIN2D	grey
GRIN3A	grey
GRIN3B	blue
GRINA	turquoise
GRIP1	grey
GRIP2	grey
GRK4	grey
GRK5	black
GRK7	blue
GRM4	grey
GRM5	grey
GRN	turquoise
GRWD1	brown
GSDMB	grey
GSDMD	yellow
GSDME	blue
GSK3A	magenta
GSN	blue
GSPT2	brown
GSS	grey
GSTK1	grey
GSTM3	grey
GTDC1	turquoise
GTF2B	turquoise
GTF2H4	grey
GTF2IRD1	grey
GTF3A	brown
GTF3C4	yellow
GTF3C5	yellow
GTPBP1	turquoise
GTPBP10	turquoise
GTPBP2	turquoise
GTPBP3	brown
GTPBP6	yellow
GTSE1	grey
GTSF1	grey
GUCA1A	grey
GUCA1ANB	black
GUCA1B	grey
GUCD1	grey
GUCY1A1	turquoise
GUCY1A2	grey
GUCY1B1	pink
GUCY2C	grey
GULP1	grey
GYG1	blue
GYG2	grey
GYPA	turquoise
GYPC	turquoise
GYS1	blue
GYS2	grey
GZMK	brown
GZMM	grey
H1-1	red
H1-5	yellow
H1-6	grey
H6PD	blue
HAAO	grey
HACD1	turquoise
HACD4	pink
HADH	grey
HADHA	turquoise
HADHB	turquoise
HAGH	turquoise
HAGHL	grey
HAL	blue
